calendario,sector,nombreestablecimiento,telefono,nombre_Rector,correo_Electronico,direccion,secretaria,zona,tipo_Establecimiento,etnias,genero,niveles,jornadas,caracter,especialidad,grados,modelos_Educativos,capacidades_Excepcionales,discapacidades,idiomas,numero_de_Sedes,estado,prestador_de_Servicio,propiedad_Planta_Fisica,resguardo,matricula_Contratada,internado,estrato_Socio_Economico,año
A,,COL JOSE MARIA VERGARA Y VERGARA                                                                    ,7911678 / 7654840,JORGE ELIECER MOYA LOPEZ,coljmvyv@latinmail.com -- coljmvyv@gmail.com -- coldiruraljosecelestinomutis@gmail.com,KR 17 D SUR 65 70,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,TARDE",ACADÉMICO,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,GIMN LOS CIPRESES                                                                                   ,3475908,GRACIELA RODRIGUEZ POVEDA,omep_colombia@hotmail.com,CL 69 A 9 62,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL CHAMPAGNAT                                                                                      ,3403440,EDGAR HERNAN LOZANO RICO,secretariaacademica@colegiochampagnat.edu.co,KR 17 39 B 51,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA",ACADÉMICO,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11,99",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,,,2016
A,,COL SALESIANO DE LEON XIII                                                                          ,3420972 -- 2011008,PBRO NICOLAS RIVERA PENAGOS,colegioleon13@sdbcob.org,KR 5 8 36,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MASCULINO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA,NOCTURNA",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,,1,ANTIGUO-ACTIVO,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,,,2016
A,,COL CRISTO REY                                                                                      ,3116871 - 2405665,ISABEL VERGARA DE MEDINA,colcristorey@gmail.com,CL 79 B 30 59,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,NUEVO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL MENDEZ                                                                                          ,2795619 / 2795956                                 ,MYRIAM TERESA MENDEZ AGUILAR,myriamte26@hotmail.com                            ,KR 9 A 53 25 SUR,BOGOTA,URBANA,CENTRO EDUCATIVO,NEGRITUDES,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,MÚLTIPLE DISCAPACIDAD,INGLÉS,1,ANTIGUO-ACTIVO,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,,,2016
A,,INST FEM SAN ANTONIO DE PADUA                                                                       ,2794016 / 2794958                                 ,HMNA. GLORIA INES LOZANO GOMEZ,ifsap@hotmail.com,KR 20 42 A 56 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,FEMENINO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,"INGLÉS,FRANCES",1,ANTIGUO-ACTIVO,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,,,2016
A,,JARD INF NUESTRO HONGUITO                                                                           ,2621150,MAGDALENA ROJAS,,DG. 5B NO.68F-23,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,PREESCOLAR ESCOLARIZADO_,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARD INF DIVERLANDIA                                                                                ,3611293 / 2391099 / 3611436                       ,FABIOLA NIETO ESPITIA,jardindiverlandia@gmail.com,CL 18 SUR 23 39,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,"PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,INST SOCIAL NOCT DE ENSEÑANZA MEDIA ISNEM                                                           ,7172495,MAURICIO SANABRIA GONZALEZ,isnem@007mundo.com  isnem@etb.net.co                               ,CL 81 SUR 42 09,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"BÁSICA SECUNDARIA,MEDIA",NOCTURNA,ACADÉMICO,ACADÉMICA,"10,11,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,INGLÉS,1,ANTIGUO-ACTIVO,FEDERACIONES,FEDERACIONES,NO APLICA,NO,,,2016
A,,COL PARROQ NSTRA SRA DEL ROSARIO                                                                    ,2983585 -- 2671385,PADRE LUIS FERNANDO LEON ROBAYO,parroquialrosario@yahoo.es,CL 23 G 111 96,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,FIN DE SEMANA",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,,1,ANTIGUO-ACTIVO,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,,,2016
A,,LIC PEDAG CARIÑOSITOS                                                                               ,5377409 / 6923122                                 ,LOREN MALDONADO CASTILLO,liceocari@hotmail.com,KR 114 152 D 09,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,PREESCOLAR ESCOLARIZADO_,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,INST ACAD MORELI                                                                                    ,5713203 / 4000210                                 ,LUIS EVELIO ELIZALDE,,CLL. 22 SUR NO.92-46,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"0,1,2,3,4,5,6",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,GIMN MODERNO CASTILLA                                                                               ,2923247/2923141                                   ,ASTRID ELIZABETH AGUDELO QUIROGA,,AC 8 78 C 04,BOGOTA,URBANA,INSTITUCION EDUCATIVA,AMORÚA,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5,6,7,8,9,10",EDUCACIÓN TRADICIONAL,,"DI-COGNITIVO,LESIÓN NEUROMUSCULAR,SÍNDROME DE DOWN",INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL AMERICANO DE BOGOTA                                                                             ,2450830 -- 2327392 ,HILDA SOLEDAD MUÑOZ ROJAS,rectoria@colamericano.edu.co ,KR 22 45 51,BOGOTA,URBANA,INSTITUCION EDUCATIVA,NEGRITUDES,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,FUNDACION O CORPORACIONES,FUNDACION O CORPORACIONES,NO APLICA,NO,,,2016
A,,COL NUEVO MONTESSORIANO                                                                             ,2636753,EVELIA GALEANO PACHECO,,CLL. 35 NO.78B-05,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC  RODRIGO ARENAS BETANCOURT                                                                      ,2657394,ANA LUISA CARDONA ARIAS,liceoRAB@etb.net.co,KR 89 54 18 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA",ACADÉMICO,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL PARROQ SAN JUAN BAUTISTA DE LA SALLE                                                            ,2095701 -- 7581010,RUBEN DARIO HERNANDEZ PERDOMO,colparsjbs@andinet.com colparsjbs@cable.net.co -- iedcolombiaviv@redp.edu.co,CL 22 SUR 10 A 04,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL SAN JOSE                                                                                        ,3518460,HNA YANETH MARIA GUERRA VILLALBA,colegiosanjose@colegiosanjose-franciscanas.edu.co -- csjasisrectoria@gmail.com,KR 29 12 83,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,FEMENINO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,,,2016
A,,COL SANTIAGO FELIPE                                                                                 ,2029469,LUIS FELIPE MENDEZ RODRIGUEZ,sacofe@starmedia.com                              ,KR 40 A 28 21 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5,6,7,8,9",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL JAIME QUIJANO CABALLERO                                                                         , 4516791 /4516661                        ,LEONOR MARITZA MOYA LUQUE,,TV 78 B 40 C 41 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC LOS ALCAZARES                                                                                   ,2505743 -- 2239920 ,DILIANA ABELLA DELGADO,liceolosalcazares@hotmail.com,KR 26 68 95,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL WINCHESTER                                                                                      ,6826619,CLAUDIA ROCIO GUAUQUE VELOZA,,CL 139 96 66,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,"INGLÉS,FRANCES",1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,SI,,,2016
A,,COL LATINOAMERICA                                                                                   ,5702162,LUZ YANETH ESPINOSA RAMIREZ,,CLL. 48 SUR NO.101-58/60,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARD INF RONDITAS DE ALCAPARROS                                                                     ,6877545,ALBA LUZ SAAVEDRA,albaluzsaavedra@hotmail.com                       ,CL 132 A 110 A 03,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,MAÑANA,NO APLICA,,-3,"PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL PARROQ SAN ROQUE                                                                                ,5657418,PBRO SAUL OVIDIO MONTENEGRO RODRIGUEZ,colparroque@hotmail.com,KR 19 A 6 B 22,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",MAÑANA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,,,2016
A,,GIMN CULT EL ARTE DEL FUTURO                                                                        ,2953225,DALGY GIOMARA NEGRETE DIAZ,gimnasiocamelot@hotmail.com,KR 82 A 34 A 11,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,CENT FE Y ALEGRIA PALERMO SUR                                                                       ,5991116,HMNA. MARTA MARIA HERNÁNDEZ HERNÁNDEZ,fyapalermo@tutopia.com                            ,CLL. 50D SUR NO.3-05 ESTE,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,"INGLÉS,FRANCES",1,ANTIGUO-ACTIVO,FUNDACION O CORPORACIONES,FUNDACION O CORPORACIONES,NO APLICA,NO,,,2016
A,,INST EDUC DIST FE Y ALEGRIA JOSE MARIA VELAZ                                                        ,6623999,SANTANA MALELI                                                                                      ,,KR 131 134 44,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,,,NO APLICA,,,,,,,1,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,GIMN CULTURAL MIXTO                                                                                 ,7901095,ROCIO ZOQUE MORENO,gimnasioculturalmixto@hotmail.com,KR 17 BIS 63 B 13,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-1,0,1,2,3",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL PSICOPEDAG ERASMO DE ROTHERDAM                                                                  ,7164326  -- 7161004,OSCAR JAVIER CARDENAS MUÑOZ,cper@etb.net.co,KR 45 C 73 B 09 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"DI-COGNITIVO,MÚLTIPLE DISCAPACIDAD",,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COLEGIO DE INTEGRACION CULTURAL COLDIC,4084275 -- 8100115,SANDRA PRIETO RODRIGUEZ,sapriro@gmail.com,KR 50 1 D 79,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,MAÑANA,NO APLICA,,-3,EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,INST PEDAG FEDERICO BALART                                                                          ,2994954 / 4020515                                 ,MARTHA PEÑA DE ORTIZ,,CR. 96B BIS NO.18-03 SUR,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,MÚLTIPLE DISCAPACIDAD,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,NUEVO LIC PEDAG CALIDAD HUMANA                                                                      ,7711388,LUIS JAIR TELLEZ,,CR. 1G NO.48V-27 SUR,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,FRANCES,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC SANTA BERNARDITA                                                                                ,2380310 / 2388986                                 ,MARIA LILIA MERCHAN VALENZUELA,ijvilla@hotmail.com   liceosanta@gmail.com                               ,KR 54 52 56 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC KURT LEWIN                                                                                      ,5221158,EMILSE ROMERO GARCIA,liceokurtlewin_128@msn.com                        ,CL 128 B 41 24,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-1,0,1,2,3,4,5,6,7,8",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARD INF PLAZUELAS DEL VIRREY,4429519,MARIA LILIA MORENO,,CL 72 A 106 91,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,EDUCACIÓN TRADICIONAL,,,,1,NUEVO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,JARD INF PSICOPEDAG MIS TORTUGUITAS NINJA                                                           ,2243408 / 2526847                                 ,LIGIA  RODRIGUEZ,caminosbonanza@hotmail.com                        ,CLL. 77A NO.68C-15,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,EDUCACIÓN TRADICIONAL,,"LESIÓN NEUROMUSCULAR,MÚLTIPLE DISCAPACIDAD",INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARD INF CHIQUIMIEL                                                                                 ,2791658,INES RODRIGUEZ BAQUERO,chiquimiel_co@yahoo.com                           ,CR. 18C NO.56A-96 SUR,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARDIN INFANTIL TRAZOS Y CRAYOLAS                                                                   ,2901459 //2620631/ 3115617269,MARIANA MONCAYO,trazosycrayolas@terra.com                         ,CL 9 C 69 B 80,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,"MAÑANA,COMPLETA",NO APLICA,,-3,EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,ATENEO INTEGRAL ANA B. DE FLOREZ                                                                    ,2671432 / 2671452                                 ,ANGELA AMPARO YEPES DE MORA,ateneoanab@hotmail.com         ,KR 97 20 B 11,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA,NOCTURNA,FIN DE SEMANA",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,CAJA DE COMPENSACIÓN,CAJA DE COMPENSACIÓN,NO APLICA,NO,,,2016
A,,JARD INF HUELLITAS MAGICAS                                                                          ,2019563,YANETH MANCILLA,,CLL. 19 NO.21-04,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,MAÑANA,NO APLICA,,-3,"PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC PEDAG LOS JILGUEROS                                                                             ,2929884 / 2927621                                 ,MAGDALENA CRUZ NAVARRO,liceojilgueros@hotmail.com,DG 6 B 78 A 50,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC HEURISTICO (JARDIN MATERNA L MUNDO DE ENSUEÑO) ,2748828,MARTHA ESPINOSA,,CLL. 142A NO. 40-34 BIS,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,DI-COGNITIVO,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COLEGIO GLENN DOMAN,2442261 -- 2684883,MARTHA LUCIA ACOSTA RODRIGUEZ,macosta2010@hotmail.com,CL 39 B BIS 28 A 59,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"TRANSTORNO DEL ESPECTRO AUTISTA,SV-BAJA VISIÓN,DI-COGNITIVO,LIMITACIÓN FISICA (MOVILIDAD),HIPOACUSIA O BAJA AUDICIÓN",,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL DE MARIA AUXILIADORA                                                                            ,2853381  --  2459445    ,HNA CLEMENCIA ROJAS ROJAS,casacentral24@yahoo.es -- admisiones@mauxicentral.edu.co,KR 13 30 99,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,FEMENINO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA,NOCTURNA,FIN DE SEMANA",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,,1,ANTIGUO-ACTIVO,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,,,2016
A,,NUEVO COL BILING LARCHMONT,,NISLEN TERZANO DE STOL,,CR. 59 NO.173-51,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC CAROLINA MONSALVE,2076149 -- 2067472,FLOR MARIA SALCEDO SALAZAR,liceocarolinamonsalve@yahoo.es,CL 30 B BIS SUR 5 37 ESTE,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARD INF CHARLIE BROWN,6255829 -- 5263009,DIANA DIAZ DIAZ,,CL 159 21 B 25,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
